artist,genre,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_popularity,added_at
Afrojack,big room/dance pop/dutch house/edm/electro house/pop dance/pop rap/progressive electro house/tropical house,The Spark,The Spark,100EbPCjtuBNBcNxu7Wt6p,0.629,0.929,11,-3.745,1,0.0464,0.0,0.134,0.499,126.003,243754,4,0.0,2014-03-29T18:04:38Z
ItaloBrothers,dance pop/eurodance/hands up/italo dance/pop dance,Up 'N Away,Up 'N Away - Video Edit,1Jb9SZDqMN5Zyxiwy6eiEA,0.622,0.883,1,-2.387,0,0.0618,0.0,0.0716,0.586,128.086,187253,4,30.0,2014-03-31T16:54:53Z
Guru Josh Project,acid house,SLAM!FM Presents Clubbin' Best of 2008/2009,Infinity 2008,7vseIfb8ooQmXzisuinchZ,0.493,0.849,7,-6.139,0,0.0576,0.00672,0.355,0.483,127.999,190013,4,0.0,2014-04-16T18:28:50Z
Blackmill,chillstep/edm/melodic dubstep/substep,Miracle,Spirit of Life,6eRPYyh1EPRqDhgb3Nardw,0.537,0.596,5,-8.481,0,0.0343,0.77,0.358,0.109,140.026,375433,4,48.0,2014-05-10T10:53:13Z
Deorro,dance pop/edm/electro house/melbourne bounce/melbourne bounce international/pop dance/progressive electro house,Five Hours,Five Hours,6zlOUIqcU6juXFww9UNpJK,0.88,0.821,5,-2.545,0,0.118,0.661,0.234,0.575,127.907,326888,4,0.0,2014-05-16T16:07:08Z
Cash Cash,dance pop/edm/electro house/electropop/electropowerpop/pop/pop dance/pop edm/tropical house,Lightning EP,Lightning (feat. John Rzeznik),6vgiCAW5tVAdjnPGTi0tK2,0.51,0.785,7,-3.096,0,0.0495,0.0,0.167,0.155,129.068,213853,4,7.0,2014-05-17T21:52:49Z
Tungevaag,big room/dance pop/edm/electro house/nordic house/pop dance/pop edm/tropical house,Wicked Wonderland 2014,Wicked Wonderland 2014,3AATeJ8E5akXB5KLtpLFe4,0.699,0.812,6,-5.772,0,0.135,0.0161,0.397,0.749,127.916,217270,4,0.0,2014-05-25T20:46:20Z
David Guetta,big room/dance pop/edm/pop/pop dance,Bad (feat. Vassy) [Radio Edit],Bad (feat. Vassy) - Radio Edit,6PtXobrqImYfnpIxNsJApa,0.614,0.972,5,-3.927,0,0.088,0.0186,0.328,0.411,127.966,170625,4,64.0,2014-05-25T20:47:12Z
Deorro,dance pop/edm/electro house/melbourne bounce/melbourne bounce international/pop dance/progressive electro house,Yee,Yee - Radio Edit,2V8hOzH3gpk4LMq9uzmP11,0.717,0.993,5,-4.116,0,0.0457,0.855,0.108,0.617,127.995,168760,4,17.0,2014-05-26T20:23:46Z
Cash Cash,dance pop/edm/electro house/electropop/electropowerpop/pop/pop dance/pop edm/tropical house,Overtime (Vicetone Remix),Overtime - Vicetone Remix Edit,2exo6mhM7ipyxdGhr1QgMA,0.576,0.883,11,-2.111,0,0.0577,0.0,0.566,0.422,126.05,203095,4,0.0,2014-06-02T18:23:29Z
Kato,danish electronic/danish hip hop/danish pop,Dumt På Dig (feat. TopGunn),Dumt På Dig (feat. TopGunn) - Radio Edit,25zzV6e68ZcvajrGpMkqP0,0.636,0.612,8,-5.507,0,0.0853,0.0,0.0692,0.704,107.811,194652,4,41.0,2014-06-04T16:22:03Z
Afrojack,big room/dance pop/dutch house/edm/electro house/pop dance/pop rap/progressive electro house/tropical house,Forget The World (Deluxe),Ten Feet Tall,6HUeSTt2RaKYIiJrnjzaCd,0.523,0.861,0,-3.447,1,0.0644,0.0,0.144,0.346,127.049,229149,4,0.0,2014-06-05T14:57:49Z
Bastille,metropopolis/modern rock/pop/pop rock,Remixed,Pompeii - Remix,5o1TaTsFtDddxLa2BKw29y,0.567,0.868,9,-2.327,1,0.0859,0.0,0.1,0.668,127.545,216687,4,42.0,2014-06-06T22:41:05Z
Kylian Mash,unknown,Club Cerfified,Club Certified - Radio Edit,3qfIkzzuxxTINH938MVVXI,0.754,0.888,5,-5.641,0,0.083,0.0,0.0582,0.571,128.002,197000,4,14.0,2014-06-14T00:29:01Z
Alan Master T,nordic house,Body On Play,Body On Play - Dj No Name Radio Edit,2HCxlI0Iev6g7v8HwpeEwM,0.696,0.872,9,-2.957,0,0.0429,0.0,0.237,0.51,129.969,217960,4,24.0,2014-06-14T00:50:21Z
Afrojack,big room/dance pop/dutch house/edm/electro house/pop dance/pop rap/progressive electro house/tropical house,Forget The World (Deluxe),Keep Our Love Alive,4uiFxyfd0SwNgzrmTcUcu6,0.59,0.821,0,-5.369,0,0.0693,0.00022,0.199,0.117,129.027,252997,4,0.0,2014-06-24T19:25:26Z
Freenoise,relaxative,White Dove (feat. B3TA),White Dove (feat. B3TA) - Radio Edit,7fujNSXqpCBcExx1U0QFr0,0.608,0.658,2,-6.283,1,0.04,0.0,0.413,0.368,125.977,255714,4,9.0,2014-06-24T19:25:33Z
3LOGY,unknown,The Banjo (feat. Susanne Louise),The Banjo (feat. Susanne Louise),7uQJEO48yTEk2H0Y1VuLzU,0.555,0.821,4,-5.124,1,0.0366,0.0674,0.381,0.737,128.012,219267,4,32.0,2014-06-26T19:52:18Z
Tiësto,big room/brostep/dance pop/dutch edm/edm/house/pop/pop dance/slap house/trance/tropical house,A Town Called Paradise,Last Train,5zFzSkXparIUURaVWddV6j,0.628,0.915,10,-3.671,1,0.0745,0.0025,0.0873,0.481,127.984,288574,4,0.0,2014-06-27T22:53:43Z
Broiler,nordic house/norwegian pop/tropical house,Rays Of Light,Rays Of Light,2Ftid3kDWzwBr5A78Gx6YU,0.501,0.798,11,-5.807,0,0.0579,0.0,0.0668,0.255,130.09,232667,4,0.0,2014-07-01T13:16:58Z
Audien,edm/electro house/electropop/pop/pop dance/pop edm/progressive house/tropical house,Leaving You (Remixes) (feat. Michael S.),Leaving You (feat. Michael S.) - Radio Edit,6grPoklV4nQYAxLsAury9j,0.63,0.777,9,-3.965,0,0.0482,2.42e-06,0.144,0.365,128.062,214227,4,20.0,2014-07-09T16:48:26Z
Remady,slap house,Houseworks Boom - The Ultimative Hits,No Superstar - Original Radio Mix,3ek67X3cd65AZIJvTQ1I8k,0.454,0.861,11,-4.995,0,0.0399,0.0263,0.104,0.546,128.001,217586,4,0.0,2014-07-09T21:53:11Z
Kongsted,dakke dak/danish electronic/danish pop,R.E.D.,R.E.D.,2U4A4RH5nPZ5W28vE8xEJb,0.723,0.971,5,-3.846,0,0.0578,0.031,0.366,0.793,128.004,202780,4,0.0,2014-07-28T11:42:03Z
Sander van Doorn,dutch trance/edm/electro house/house/pop dance/progressive electro house/progressive house/trance,Gold Skies,Gold Skies - Radio Edit,0Ovs8UlYiheoObpyeTWWLE,0.476,0.771,9,-5.846,0,0.0412,0.0136,0.553,0.164,128.018,235327,4,0.0,2014-08-18T20:06:09Z
Porter Robinson,complextro/edm/melodic dubstep/progressive electro house,Worlds,Divinity,60vkPCkZrYUQLRFK4EQwuA,0.492,0.556,2,-5.426,1,0.0348,0.0246,0.0804,0.154,90.005,368373,4,0.0,2014-08-19T19:16:19Z
Calvin Harris,dance pop/edm/electro house/house/pop/progressive house/uk dance,Blame (feat. John Newman),Blame (feat. John Newman),7EYWEwJyai7udNmqvRPsZM,0.412,0.859,0,-4.096,0,0.085,0.00766,0.404,0.367,127.931,214427,4,6.0,2014-09-09T10:31:24Z
AronChupa,swedish pop,I'm an Albatraoz,I'm an Albatraoz,5MhsZlmKJG6X5kTHkdwC4B,0.883,0.817,0,-5.414,1,0.235,0.00449,0.11,0.595,128.078,166849,4,72.0,2014-09-09T10:37:35Z
Oliver Heldens,dance pop/edm/electro house/future house/house/pop dance/progressive electro house/progressive house/tropical house,Gecko (Overdrive) [Radio Edit],Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,0.609,0.885,0,-5.469,1,0.0642,1.15e-05,0.336,0.76,124.959,165441,4,67.0,2014-10-09T20:11:34Z
Darude,eurodance/europop/finnish edm/trance,"Before the Storm, Special Edition",Sandstorm,6Sy9BUbgFse0n0LPA5lwy5,0.528,0.965,11,-7.984,0,0.0465,0.985,0.0797,0.587,136.065,225493,4,69.0,2014-10-15T21:43:34Z
Calvin Harris,dance pop/edm/electro house/house/pop/progressive house/uk dance,Outside (feat. Ellie Goulding),Outside (feat. Ellie Goulding),70CuZJtPDdCD3cphDDhjJq,0.646,0.823,2,-4.123,0,0.0394,0.0,0.322,0.42,128.033,227267,4,6.0,2014-10-22T16:41:04Z
Galantis,dance pop/edm/electro house/pop/pop dance/tropical house,Runaway (U & I),Runaway (U & I),4qABfS1RaGVXdBhj2BQyhO,0.506,0.805,1,-4.119,1,0.0469,0.00193,0.0856,0.383,126.008,227074,4,53.0,2014-10-26T11:12:17Z
Tungevaag,big room/dance pop/edm/electro house/nordic house/pop dance/pop edm/tropical house,Samsara 2015,Samsara 2015,5tZeGPDLhJqxJES1RL5RTb,0.52,0.641,11,-6.463,0,0.0322,0.000895,0.132,0.6,127.946,211885,4,0.0,2014-10-26T12:12:39Z
TIX,eurovision/norwegian pop/russelater,Oljebarna 2015,Oljebarna 2015,6qIZUgwov341rUWJn5Yj6U,0.66,0.613,9,-6.785,0,0.0499,0.0,0.0681,0.419,127.876,180483,4,29.0,2014-10-26T12:57:40Z
Martin Garrix,dance pop/dutch edm/edm/electro house/pop/pop dance/progressive house/tropical house,Virus (How About Now),Virus (How About Now),5ZnzVZrSja6miEOxZIV8Q6,0.488,0.841,5,-5.51,0,0.04,0.127,0.801,0.0671,128.071,198077,4,0.0,2014-11-16T14:02:46Z
Vicetone,edm/electro house/pop dance/pop edm/progressive electro house/tropical house,Monstercat 012 - Aftermath,Heartbeat (feat. Collin McLoughlin),7eVZbb7YlUopOeuiyRcJ7Z,0.72,0.77,11,-4.069,0,0.0762,1.88e-06,0.46,0.217,127.996,393750,4,0.0,2014-11-16T14:03:24Z
CAZZETTE,complextro/dance pop/edm/electro house/pop dance/pop edm/progressive electro house/progressive house/tropical house,Blind Heart (Radio Edit),Blind Heart - Radio Edit,3Wb4T8OJg4obJNBMUYgfPm,0.722,0.827,1,-6.501,0,0.0659,9.14e-05,0.0654,0.346,121.896,197954,4,0.0,2014-11-24T21:03:56Z
Oliver Heldens,dance pop/edm/electro house/future house/house/pop dance/progressive electro house/progressive house/tropical house,Koala (Radio Edit) [feat. KStewart],Koala - Radio Edit,2LsKvF1f5PVm18UZgQrwml,0.63,0.901,3,-2.612,0,0.101,0.000239,0.517,0.567,127.96,195690,4,45.0,2014-12-02T15:12:09Z
Avicii,dance pop/edm/pop/pop dance/pop rap,The Days / Nights,The Days,7HW01sQy5UOxyezzZg98nd,0.584,0.735,0,-3.215,1,0.0481,4.03e-05,0.141,0.557,127.009,278480,4,0.0,2014-12-07T21:23:57Z
Bebe Rexha,dance pop/edm/pop/post-teen pop,I Can't Stop Drinking About You,I Can't Stop Drinking About You,4ZPdnqOaT0kkrsl9ppWc1V,0.502,0.837,3,-4.731,0,0.0448,0.0,0.101,0.362,144.108,216512,4,47.0,2014-12-07T21:25:26Z
Robin Schulz,dance pop/deep euro house/deep house/edm/german dance/pop/pop dance/pop rap/tropical house,Prayer,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,4zLBcDtvYNVtF9fnG6lme3,0.548,0.723,6,-6.002,1,0.0375,1.28e-05,0.337,0.499,125.088,179960,4,67.0,2014-12-14T22:57:39Z
Vigiland,dance pop/edm/electronic trap/pop dance/pop rap/tropical house,UFO,UFO - Radio Edit,3zYqHQ4tu4pB2acp9Lltnz,0.837,0.804,5,-7.001,1,0.11,0.727,0.193,0.16,128.07,144390,4,0.0,2014-12-26T13:38:14Z
Timmy Trumpet,australian dance/big room/edm/electro house/melbourne bounce/melbourne bounce international/pop dance,Freaks (Radio Edit),Freaks - Radio Edit,2VJ8G0LeX2hu7RWc4suNhe,0.886,0.967,4,-0.776,1,0.142,0.389,0.239,0.745,128.1,168750,4,34.0,2015-01-22T21:27:47Z
Krewella,dance pop/edm/electra/electro house/electropop/melodic dubstep/pop dance,PLAY HARDER REMIX EP,Alive - Cash Cash & Kalkutta Remix,5RsbvJQ6q82oc9hyaLEmmV,0.605,0.886,6,-1.587,0,0.1,8.85e-05,0.114,0.204,127.96,332040,4,25.0,2015-02-04T17:38:49Z
Quintino,dutch edm/dutch house/edm/electro house/pop dance/progressive electro house/slap house,Winner,Winner - Original Mix,4EmXnmrXlOIASfKGIProUE,0.738,0.923,3,-4.321,0,0.0829,0.461,0.201,0.359,127.983,247998,4,0.0,2015-02-04T18:11:44Z
Disclosure,edm/house/pop/uk dance,Settle (Special Edition),You & Me - Flume Remix,3W2ZcrRsInZbjWylOi6KhZ,0.593,0.392,10,-6.872,0,0.0257,0.000114,0.131,0.25,75.065,282813,4,72.0,2015-03-24T20:49:44Z
Alesso,dance pop/edm/electro house/pop/pop dance/tropical house,Heroes (we could be),Heroes (we could be),0VYQK5I08homNvX8SRS37R,0.516,0.749,5,-4.091,1,0.0692,0.0,0.205,0.356,125.92,209867,4,0.0,2015-02-05T21:31:58Z
Philip George,deep groove house/house/pop dance/tropical house/uk dance,Wish You Were Mine,Wish You Were Mine - Radio Edit,4aSFlFgOefeVIKkW2NyMPl,0.654,0.83,7,-4.006,0,0.0283,0.038,0.0905,0.416,122.948,177561,4,0.0,2015-02-05T21:37:51Z
Hardwell,big room/dance pop/dutch house/edm/electro house/pop dance/progressive electro house/progressive house/tropical house,United We Are,Follow Me (feat. Jason Derulo),7yz7qd34tUXXujAZDaJNyv,0.515,0.793,6,-2.85,1,0.0501,0.0,0.0721,0.431,128.032,199942,4,24.0,2015-02-05T21:45:53Z
Hellberg,chillstep/complextro/edm/electro house/gaming edm/melodic dubstep/pop dance/pop edm,Monstercat 020 - Altitude,Ashes (Burn Your Love) [feat. Danyka Nadeau],0PjwYHFrZSDU2OVIejBRkd,0.6,0.671,6,-7.666,0,0.0502,0.04,0.178,0.297,128.038,307897,4,0.0,2015-02-05T21:46:47Z
DR. KUCHO!,unknown,Can't Stop Playing (The Remixes),Can't Stop Playing - Oliver Heldens & Gregor Salto Remix,1PEnhJ7BZsQ1WxcMxseN2R,0.764,0.924,6,-5.932,1,0.0429,0.876,0.053,0.522,124.976,255779,4,0.0,2015-02-05T22:07:02Z
DR. KUCHO!,unknown,Can't Stop Playing (Makes Me High),Can't Stop Playing (Makes Me High) - Oliver Heldens & Gregor Salto Vocal Mix Extended,00EKidWWBpqBUfOOM4VRKh,0.759,0.874,6,-5.623,1,0.0449,0.0178,0.0511,0.493,124.99,271140,4,0.0,2015-04-09T13:29:13Z
Lemaitre,norwegian pop,Singularity (Remixed),All I Need - Prince Fox Remix,5MipEaCVqTjkDu5lmMakyO,0.684,0.864,4,-4.917,0,0.366,0.0,0.411,0.504,95.011,174758,4,0.0,2015-02-08T16:00:43Z
Puppet,edm/future bass/gaming edm/melodic dubstep/pop edm,Answers,Answers (feat. Koo),6e1UDuaNngLtqaJlhY1WlS,0.544,0.772,2,-5.455,1,0.0587,8.6e-05,0.731,0.113,127.967,344181,4,0.0,2015-02-08T22:02:55Z
Aurix,chillstep/melodic dubstep,Breathe,Breathe,72c8WFtXMoV1L40OMASl7Z,0.503,0.722,10,-6.627,0,0.0259,0.925,0.34,0.197,139.997,306857,4,0.0,2015-03-08T12:36:47Z
Gostan,deep tropical house/new french touch/tropical house,Klanga,Klanga - De Hofnar Remix,0i3utbege8Iy3q7Hy86QCF,0.719,0.527,6,-9.077,1,0.0408,0.716,0.105,0.58,123.955,264293,4,0.0,2015-03-08T12:38:35Z
Jack Ü,dance pop/edm/electro house/pop dance,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,4.21e-06,0.0789,0.197,139.432,250286,4,73.0,2015-03-08T12:54:39Z
Deorro,dance pop/edm/electro house/melbourne bounce/melbourne bounce international/pop dance/progressive electro house,Five More Hours,Five More Hours,6YwLgicpvVuMt1eE2OldwQ,0.699,0.883,5,-3.226,0,0.219,0.0,0.817,0.499,127.961,211975,4,66.0,2015-03-09T16:29:59Z
Zedd,complextro/dance pop/edm/electro house/electropop/german techno/pop/pop dance/pop rap/post-teen pop/tropical house,I Want You To Know,I Want You To Know,1qx8bj4quT6XuP5P9Eu12Z,0.565,0.873,9,-2.2,0,0.0603,9.76e-06,0.193,0.354,129.992,238800,4,0.0,2015-03-12T20:55:55Z
Major Lazer,dance pop/edm/electro house/moombahton/pop/pop dance/pop rap/tropical house,Lean On (feat. MØ & DJ Snake),Lean On (feat. MØ & DJ Snake),0BF6mdNROWgYo3O3mNGrBc,0.723,0.809,7,-3.081,0,0.0625,0.00123,0.565,0.274,98.007,176561,4,0.0,2015-03-13T17:44:59Z
Jetta,metropopolis,Sonder,I'd Love to Change the World - Matstubs Remix,4uaKkokxOTir1EC20LngSV,0.435,0.795,4,-5.176,0,0.111,0.014,0.063,0.238,139.873,189986,4,0.0,2015-03-20T15:54:50Z
Tez Cadey,deep tropical house/new french touch/tropical house,Seve (Radio Edit),Seve - Radio Edit,6UqRGwjwYL0stXbaodTxwo,0.74,0.831,5,-7.321,1,0.0456,0.00304,0.0769,0.448,121.034,210853,4,67.0,2015-03-20T16:04:01Z
Tez Cadey,deep tropical house/new french touch/tropical house,Runaway,Runaway,7e0GYhU8XX3JyxTt9Nwrqs,0.608,0.61,7,-10.152,1,0.0297,0.862,0.0836,0.138,125.011,236826,4,0.0,2015-03-20T16:17:41Z
Kato,danish electronic/danish hip hop/danish pop,Show You Love,Show You Love,19UaGmPKsJuEHVpMERu7mI,0.701,0.807,5,-5.01,1,0.0504,6.41e-05,0.122,0.469,123.954,221107,4,0.0,2015-03-21T10:08:15Z
Loveless,unknown,They Don't Know (feat. Varren Wade),They Don't Know (feat. Varren Wade),0q8K3AkNehkii2toM8m9iF,0.665,0.693,5,-8.385,0,0.0491,0.00202,0.0879,0.441,128.988,244364,4,14.0,2015-03-26T09:43:24Z
Martin Jensen,dance pop/danish electronic/edm/electro house/pop/pop dance/pop edm/tropical house,Sí,Sí,279At8lP0zS4VUEQ1xr2nO,0.768,0.754,11,-6.949,0,0.331,0.287,0.315,0.416,128.053,178124,4,36.0,2015-03-26T09:43:32Z
Stonebank,brostep/edm/electro house/gaming edm,Stronger (feat. Emel),Stronger (feat. Emel),5sXDrbX0T45lv8elWcVUnc,0.511,0.885,5,-3.259,0,0.287,0.0645,0.115,0.343,170.002,320394,4,0.0,2015-03-26T09:57:17Z
Karen Harding,dance pop/deep groove house/edm/house/pop dance/pop edm/tropical house/uk dance,Say Something,Say Something - Zac Samuel Remix,67lnQ6r4oWKZcM8VxSwHq2,0.697,0.676,7,-6.134,1,0.0412,2.66e-06,0.141,0.707,119.988,213135,4,0.0,2015-03-28T15:42:46Z
Klingande,deep house/deep tropical house/edm/pop dance/tropical house,RIVA (Restart the Game) [Radio Edit],RIVA (Restart the Game) - Radio Edit,4oEON2tBuUgDiCxGXkI0zZ,0.617,0.739,2,-5.768,0,0.0601,2.99e-06,0.0849,0.536,123.894,180853,4,38.0,2015-03-30T11:23:38Z
PANG!,deep tropical house/tropical house,Touch,Touch - Radio Edit,2FylUx5zjoEk62yzy8Xag4,0.714,0.829,6,-5.78,1,0.0382,0.675,0.0956,0.407,124.002,166435,4,10.0,2015-04-05T11:12:24Z
Madeon,complextro/edm/electro house/electropop/filter house/nantes indie/pop dance,Adventure (Deluxe),You're On (feat. Kyan),4PTPZeJlK1rYlYr6bf11hk,0.49,0.914,10,-3.202,1,0.167,0.0,0.793,0.241,100.1,192720,4,52.0,2015-04-09T14:30:58Z
Imagine Dragons,modern rock/rock,Shots (Broiler Remix),Shots - Broiler Remix,3iQHc5Mk6yN1ntBjJYD89H,0.723,0.794,11,-7.136,0,0.0365,0.113,0.0928,0.589,120.007,191573,4,0.0,2015-04-11T19:12:42Z
ItaloBrothers,dance pop/eurodance/hands up/italo dance/pop dance,Stamp!,Moonlight Shadow,6T9vhWadqtG3J3jfYf8kcI,0.577,0.952,0,-5.172,1,0.0404,0.00603,0.31,0.808,150.02,186880,4,38.0,2015-04-12T20:42:26Z
ItaloBrothers,dance pop/eurodance/hands up/italo dance/pop dance,Love Is On Fire,Love Is On Fire - Rob & Chris Radio Edit,4zMCdGeuTwkz8v2ILvcnnt,0.688,0.875,4,-7.723,0,0.0831,1.53e-05,0.223,0.585,130.025,219973,4,8.0,2015-04-12T20:42:54Z
Syn Cole,dance pop/deep house/deep tropical house/edm/electro house/pop/pop dance/pop edm/progressive electro house/tropical house,It's You,It's You - Radio Edit,1OMbBimNp16VKMIMgyBo1t,0.646,0.831,10,-4.164,1,0.0523,1.04e-05,0.134,0.486,127.957,211875,4,0.0,2015-04-16T22:36:08Z
Steve Aoki,dance pop/edm/electro house/pop dance/pop rap/tropical house,Darker Than Blood (feat. Linkin Park),Darker Than Blood (feat. Linkin Park),6uH0XTIjQSumL8sWGZWNlT,0.576,0.831,7,-6.208,0,0.055,0.000157,0.117,0.227,124.932,312963,4,29.0,2015-04-20T21:53:34Z
Dimitri Vegas & Like Mike,belgian dance/belgian edm/big room/dance pop/edm/electro house/pop dance/progressive electro house/tropical house,Body Talk (feat. Julian Perretta),Body Talk (feat. Julian Perretta) - Radio Edit,0SZqc82jwXtfomwo11gtVh,0.561,0.922,7,-4.748,1,0.295,1.87e-05,0.506,0.634,127.999,207103,4,0.0,2015-04-23T20:34:29Z
Martin Garrix,dance pop/dutch edm/edm/electro house/pop/pop dance/progressive house/tropical house,Forbidden Voices,Forbidden Voices,2BF1X5nkYYSb0AUTRaGkDm,0.534,0.711,10,-5.927,0,0.0368,0.0031,0.135,0.3,128.102,230635,4,0.0,2015-04-26T20:54:14Z
Autumn Rowe,unknown,If I Don't Have You (Remixes),If I Don't Have You - Digital Farm Animals Remix,2JEKVUvZRYwo3cCEZ6OeZf,0.613,0.541,5,-10.325,0,0.0452,0.00877,0.111,0.442,121.978,244247,4,2.0,2015-04-30T21:41:23Z
TIX,eurovision/norwegian pop/russelater,Sjeiken 2015,Sjeiken 2015,6RqfD0pbD769SEd3NVBZlo,0.47,0.867,3,-4.555,1,0.0739,0.0,0.122,0.416,154.96,209044,4,48.0,2015-05-17T13:16:57Z
DVBBS,canadian electronic/dance pop/edm/electro house/pop/pop dance/pop edm/progressive electro house/slap house/tropical house,Demonstration,Tsunami (Jump) [feat. Tinie Tempah] - Radio Edit,2NFrkgZzweWIiC9tUrjDnx,0.699,0.982,11,-1.115,0,0.142,0.000332,0.0854,0.389,127.966,159492,4,44.0,2015-05-16T15:24:51Z
S3RL,australian dance/freeform hardcore/happy hardcore,Genre Police (feat. Lexi),Genre Police (feat. Lexi),3cBk6yDV59zKEdiwmIcyEm,0.595,0.957,1,-0.884,1,0.0858,8.3e-05,0.142,0.715,160.022,196499,3,0.0,2015-05-16T15:25:02Z
Otto Knows,dance pop/edm/electro house/pop dance/progressive electro house/tropical house,Next To Me,Next to Me,6ZixfeFT8V0Nle1rMZAekY,0.596,0.752,11,-4.904,1,0.07,0.000419,0.105,0.306,127.06,202169,4,56.0,2015-05-17T13:20:06Z
Ude Af Kontrol,dakke dak/danish hip hop/danish pop,Ufrivillig Fysisk Respons - EP,Det Halve Ku' Være Nok,6rYOnIE20kJhEW0taVA4xj,0.918,0.741,11,-5.389,0,0.102,0.0,0.0804,0.813,127.993,185733,4,0.0,2015-05-17T13:22:05Z
Tiësto,big room/brostep/dance pop/dutch edm/edm/house/pop/pop dance/slap house/trance/tropical house,Secrets (Radio Edit),Secrets - Radio Edit,6eE5LWw0DpIbTOdKwDUoE8,0.662,0.81,11,-4.442,0,0.0441,0.00653,0.0886,0.224,128.007,216967,4,0.0,2015-05-17T13:32:02Z
Lenno,unknown,The Best,The Best - Radio Edit,3G5D5xejnqmcgYwmKgYNoX,0.645,0.814,4,-4.74,0,0.0452,1.46e-05,0.346,0.495,128.041,204220,4,21.0,2015-05-19T15:09:49Z
Robin Schulz,dance pop/deep euro house/deep house/edm/german dance/pop/pop dance/pop rap/tropical house,Headlights (feat. Ilsey),Headlights (feat. Ilsey),06Hdbxh6NCy6TIhjdXTchB,0.597,0.685,11,-6.371,1,0.0367,0.000335,0.182,0.369,122.002,209208,4,56.0,2015-05-24T18:51:16Z
Jake Isaac,folk-pop,Waiting Here (Remixes),Waiting Here - filous Remix,37sijFfgFJRxDBrCqyD6It,0.679,0.556,4,-9.187,1,0.0291,0.000905,0.0952,0.181,125.002,259200,4,27.0,2015-06-02T13:56:23Z
Antonio Giacca,house,Sensation,Sensation - Radio Mix,2ewBkGdQFGLqpxgU3SDRp7,0.71,0.917,6,-4.652,1,0.0572,0.53,0.0461,0.411,123.033,197134,4,27.0,2015-06-02T13:58:15Z
Syn Cole,dance pop/deep house/deep tropical house/edm/electro house/pop/pop dance/pop edm/progressive electro house/tropical house,It's You (Broiler Remix),It's You - Broiler Remix,6AOHd0PzHGNo0tBh2olFx1,0.622,0.753,10,-6.609,1,0.0375,1.16e-06,0.0873,0.457,127.984,196911,4,0.0,2015-06-04T18:24:36Z
Steve Angello,disco house/edm/electro house/pop dance/progressive electro house/progressive house,Show Me Love (2015 Remixes),Show Me Love (Anevo Remix) (Radio Edit) [feat. Robin S],569Erzn6nEDfLIpVEzrSFd,0.65,0.882,2,-4.266,0,0.0554,0.00049,0.0456,0.267,126.084,204767,4,0.0,2015-06-17T19:33:03Z
East & Young,unknown,Horizon,Horizon,2RtAKifLwRRGY2jbNcJbDd,0.808,0.836,9,-5.848,1,0.0617,0.895,0.0239,0.499,127.997,258984,4,19.0,2015-06-18T15:25:25Z
DJ Snake,dance pop/edm/electronic trap/pop/pop dance/pop rap,You Know You Like It,You Know You Like It,1sNSG13fsK6KPKKNIQXXrh,0.407,0.725,5,-5.346,0,0.188,2.46e-06,0.306,0.247,196.093,247267,4,0.0,2015-06-22T18:17:23Z
Steve Angello,disco house/edm/electro house/pop dance/progressive electro house/progressive house,Children Of The Wild (feat. Mako),Children Of The Wild (feat. Mako),1uL4Nj0JRsIt0EibpO4Zx1,0.524,0.908,6,-4.254,0,0.0675,0.0,0.172,0.15,127.995,251450,4,0.0,2015-06-26T14:30:33Z
Martin Garrix,dance pop/dutch edm/edm/electro house/pop/pop dance/progressive house/tropical house,Don't Look Down (feat. Usher),Don't Look Down (feat. Usher),5M9jOReAKGZ2AttVefFjTY,0.575,0.831,0,-5.972,1,0.0356,0.000449,0.111,0.377,127.991,223140,4,63.0,2015-07-12T13:49:01Z
Avicii,dance pop/edm/pop/pop dance/pop rap,Waiting For Love,Waiting For Love,5eCgNATwXgRc4mZx9NymGJ,0.567,0.746,6,-3.748,0,0.0511,0.0,0.392,0.578,128.03,228750,4,0.0,2015-07-12T13:50:30Z
3LAU,edm/electro house/electronic trap/electropop/mashup/pop dance/pop edm/progressive electro house/progressive house/tropical house,How You Love Me,How You Love Me,1nas007nDbzLwDGwvMdz79,0.496,0.789,1,-3.648,1,0.0839,0.0,0.34,0.286,127.961,210469,4,49.0,2015-08-03T22:30:14Z
CAZZETTE,complextro/dance pop/edm/electro house/pop dance/pop edm/progressive electro house/progressive house/tropical house,Desserts,Genius,2KIgg4eJJ1srCngQpvxowo,0.661,0.532,6,-7.97,0,0.0529,1.33e-05,0.067,0.391,125.108,216153,4,0.0,2015-08-14T22:50:55Z
Broiler,nordic house/norwegian pop/tropical house,Fly By Night,Fly By Night,3Q1swoaKSDd18STrUYKYBb,0.499,0.671,10,-6.18,0,0.0454,3.15e-05,0.0725,0.179,126.068,198720,4,0.0,2015-08-14T22:53:53Z
